Id,content,Label
915,روعة أغنية إنشاء الله بالتوفيق والنجاح,Happiness
916,❤ ما شاء الله,Happiness
917,ماشاء الله عليك بالتوفيق يارب ❤️,Happiness
"918,""الصوت روعة ما شاء الله، الله يحفظك و يوفقك"",Happiness"
919,انشالله.بالتوفيق,Happiness
920,من اقصي شمال تونس نحبوكم برشا الناس الكل❤❤❤🎉,Happiness
921,روعة ما شاء الله ❤❤❤,Happiness
922,اسطورة قرطاج ربي يوفقك ويعطيك القبول ومحبة الرسول ما شاء الله ابدعت bonne continuation 👌👌👌🌹🌹🌹,Happiness
923,ما شاء الله رووو عة,Happiness
924,ما شاء الله❤😊,Happiness
925,حاجة راقية و قماش حرير...🌹 بالتوفيق,Happiness
926,مبروك محلاها لغنايه,Happiness
927,اغنية جميلة وكذالك الحن و الاجمل الفديوا يمثل اصالت تونس من لباس تونسي اصيل,Happiness
928,الله يوفقك يا رؤوف ماهر,Happiness
929,❤❤الله يباركلك,Happiness
930,❤❤ما شاء الله,Happiness
931,ما شاء الله ما شاء الله على هذه المعجزه الكبيره خطافه❤❤❤😊😊😊,Happiness
932,بالتوفيق وتستاهل كل خير من غير مجاملة,Happiness
933,خويا مشاء الله عليك الله يبارك كان تعملنا حفللة في الرياض السعودية متوحشين الجالية التونسية الربوخ,Happiness
934,ما شاء الله❤❤,Happiness
935,ما شاء الله ربي اباركلك ملا صوت🎉🎉🎉,Happiness
936,برافووو كاملة و الكمال لله. واصل على هذا المنوال اغاني تعرف بثقافتنا و بتراث بلادنا و اللهجة واااو ما شاء الله تخلي الانسان يرفرف,Happiness
937,محلاه مشاء الله عليك انشاء الله بالتوفيق والنجاح يارب,Happiness
938,غناية روعة صوت و كلمات ما شاء الله j'adore ♥️🥰,Happiness
939,ما شاء الله عليك ربي يحفظك ويحميك لعيلتك احلى جنوب 🤍✌️🇹🇳,Happiness
940,ماشالله عليك ولد بلادي تميز الله واحد الله يوفقك يارب,Happiness
941,من اروع الاغاني و اجملها 👍 بالتوفيق,Happiness
942,واصل في style هذا ناجح بااارشا معاك و روعة بالتوفيق,Happiness
943,ما شاء الله على صوتك,Happiness
944,الف مبروك انشاءالله ديما في التألق,Happiness
945,نحبك برشا برشا أنا جزاءرية حاولت نتعلم الهدرة التونسية ❤❤❤😊😊😊🎉🎉🎉,Happiness
946,10M ما شاء الله ❤😍😍,Happiness
947,الغناية هذي ادمان عندي نهار كامل كل ما نحط غناية نمشي لها طول براافو بالتوفيق إنشاء الله رؤوف ماهر و كامل الفريق 💖🇹🇳🇹🇳,Happiness
948,🎉ألف مبروك خويا,Happiness
949,بالتوفيق,Happiness
950,برافو عليك ❤❤❤🎉🎉🎉,Happiness
951,ألف مبروك ❤❤❤يا رؤوف ناشاءالله بل التوفق والنجا ح 😊😊😊❤❤❤😂🎉🎉🎉,Happiness
952,والله الأغنية كل يوم نسمع فيها برافو عليك رؤوف ماهر ولد بلادي مشاء الله عليك 💖💖👍👍👍💗,Happiness
"953,""مشتركة جديدة من الجزائر ،تحياتي خويا رؤوف ، اغانيك بها إصالة بالتوفيق ."",Happiness"
954,🎉ما شاء الله ربي يوفق من أحلى ما نسمع كل يوم🎉🎉🎉,Happiness
955,🎉🎉🎉الف مبروك على نجاح قرطاج❤❤❤🎉🎉🎉,Happiness
956,ما شاء الله 😘 😘 روعة,Happiness
957,ما شاء الله,Happiness
958,رؤوف دائما متألق❤ ما شاء الله 🌹👍,Happiness
959,ياسر محلاها الغناية بالتوفيق ❤,Happiness
"960,""اغنية رائعة كلمات ولحن وصورة واداء،مبرووك ،الف مبروك"",Happiness"
961,بالتوفيق,Happiness
962,ما شاء الله تجيب لنا ريحة لبلاد حتى كي منروحوش ❤❤❤,Happiness
963,الف مبروك 🎉❤❤❤,Happiness
964,أصغر معجباتك تقريب بنتي عمرها سبعة شهور تأكل كان ع غنايتك ههه بالتوفيق ان شاء الله,Happiness
965,الله الله عليك و انت خطفت ڨلوب التوانسة الكل و الوطن العربي ما شاء الله عليك و على الابداع و الاصالة,Happiness
966,الله يحميك ولد بلادي كثر مو المود هذا يمشي معك بااارشا بالتوفيق,Happiness
967,من الجزائر و احب اغاني ماهر رؤوف ما شاء الله مزيد من التالق و النجاج تستاهل,Happiness
968,ما شاء الله ديما ترجع بينا للجذور ان شاء الله ديما متميز بنوعية الاغاني هاذي ❤,Happiness
969,برافو رؤوف ماهر بالتوفيق انشاء الله في قرطاج 👏,Happiness
970,عمل راقي بالتوفيق,Happiness
971,ب❤❤❤برافو عليك يا ولد الجنوب,Happiness
972,المليون الثاني مبروك,Happiness
973,المرة هذه رجعتلك في المليون الثاني هه 💐 الف مبروك نجاح الخطافة يا رؤوف تحية ليك حوماني من حي الشرايحة وطريق بني خداش منورنا و منو مدنين 🎉🎉🎉❤❤,Happiness
974,ما شاء الله رؤوف ماهر محلاها الأغنية نتمنالك مزيد من التألق,Happiness
975,مشاء الله عليك غناية محلاها بالتوفيق إن شاء الله ❤️🥰,Happiness
976,غناية حلوة برشا مبروك❤👏,Happiness
977,ما شاء الله خويا ربي اوفق عسسل كل يوم عاملة بيها جو اني وكنزة,Happiness
978,ماشاء الله ديما مبدع روعة روعة تهبل مبروك نجاح الاغنية ❤❤,Happiness
979,كلمات رائعة توزيع وغناء وصورة ماشاءالله ألف مبروك نجاح الكليب وألف مبروك قرطاج فرحانين برشا أن شاء الله معاك في قرطاج,Happiness
980,بالتوفيق انشالله في باقي أعمالك المستقبلية... كلمات و كليب و لحن ممتازين و اصل و احتفظ بالنقاوة الفنية bon chance 👍,Happiness
981,رائع بالتوفيق دائما,Happiness
982,ما شاء الله 🎉🎉🎉,Happiness
983,حلوة الغناية بالتوفيق..ياريت اعمل معاه فيديو كليب انا زادة 😅😊,Happiness
984,جميل جداً الله يبارك ما شاء الله 🎉❤❤,Happiness
985,تبارك الله على صوتك الحلو والكلمات الراقية صحة لأمك أنها جابت كيفك,Happiness
986,اغنية ممتازة جدا ولباس تونسي و لمسة جيد من لباس قبائلي جزائري في الأغنية رائع .تحياتي إلى الشعب التونسي❤,Happiness
987,روعة الكليب و الأداء و الصوت و الفكرة اصلا ابداااع تمثلنا و تمثل تونس الكل رووف ماهر خلق و اخلاق بالتوفيق,Happiness
988,الغناية تهبل و كلماتها ياسر حلوين و زيد معهم لباس التقليدي و بلادنا و جمالها جات قد قد برافووو ماهر ❤❤❤🇹🇳🇹🇳🇹🇳,Happiness
989,ما شاء الله اغنية روعة و باش تضرب في الصيف و باش نسمعوها في الأعراس الكل بحول الله ❤❤ برافووو رؤوف مبدع كيف العادة🇹🇳🇹🇳,Happiness
"990,""غناية روعة، الله يباركلك بالتوفيق أن شاء الله"",Happiness"
991,مشالله اغنية رائعة و فنان رائع صوت و حضور و احترام بصراحة برافو الفنان الأول في تونس شرف لينا في الجنوب و خاصة مدنين بالتوفيق خطفتنا قلوبنا باغانيك الرائعة 😍😍,Happiness
992,👏الف مبروك 👏 💯صوت روعه💯 ❤ جمال صحراء❤,Happiness
993,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
994,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
995,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
996,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
997,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
998,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
999,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1000,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1001,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1002,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1003,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1004,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1005,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1006,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1007,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1008,ألف ألف مبروك خويا الغالي ❤🌹❤ بالتوفيق والنجاح وتستاهل كل خير 💖🌺💖 خطافة ❤🌹💖🌺💕☘🌷💗🍀💐🔥🌸🌸🌸🌼🌹🌸🌹💜💜💜💓🌼🌸,Happiness
1009,يجننن احلا فنان تونسي الله يبارك عليك تحية ليك من ليبيا❤,Happiness
