id,content,label,cleaned_length
278,هل فعل أمكن رجل عمل علاقة حب هل زوجة ملزم دايما لبى طلب بدون وجود حب,neutral,68
279,سابتني عشان واحد قبض اكتر مني بعد حب أربعة سنة انا عندي سن قبض حالي الف كان بحب بنت قالي أربعة سنة خلاص كان هدم جت قال أن مرتبي مش كافي دني صعب هو مش هنقدر على معيشه أن أهل هو أهلي إنسان عادي عنى مش ساكنين كومباوند حاج راح اتخط أتجوز أقل أربعة شهر واحد شغال قبطان بحر قولى معلش قي دني كده فرصة عمل قدك مرة شهر على هو انا مش زعلان على هو بس بنت فعل شاف الراجل مجرد رقم أصل لو كده قي أبقى احنا نشوف ستة كادى تفريع شهه خلاص انا مش أهم عنى أربعة شهر خطب جواز جعان اوي هو على كلام هو مرتبي خايب دولار قولى اصلك ترمل هو فتافيت شركة إلى بره,neutral,533
280,مين حب قبل كدا ممكن وصفل شعور,neutral,29
281,بوست حب بنت متدين قي عندي انجذاب كبير ناحية بنت متدين الذي تقيى ربنا واحد قي أحس أن بنت دي كنز دني آخر اجمل حاجة أن واحد لاقى واحد الذي قرب اكتر ربنا عكس ردو بعد حرام أي عنى حياء حاجة حلوة جد بحس أن البنت كيوت خالص بريء لو لابسة خمار يا سلام بقى سبحان اللٰه واحد الذي شاف يوم را يوم بنت دي كبر نظري اكتر لو ربنا راضي عنى هو واحد هو,neutral,331
282,تجوز صالونة حب قبل حد جاوب شوي حاجة تخلي هو الك لو جواز صالونات هتقر تشرط أو تنكى موضوع مواصفة عاوز هو أو عاوز هو شريكك عنى مثل زم عربي عكس جواز حب بيخلي واحد أضحى حاجة عاوز هو مقابل أن شخص انا بحب وقت حب قل لو أنتى حبا بعض قالك سنة اتجو سنة بريمة أعات حبم أنتى متجوز اهتكى أقل جواز صالونة قدر وقع شريك قذر كان ضحك على أو عليكى جواز صالونة حسه أكن أتاج انتا راح تعرض نفس هو سلعة شخص تاني شخص تاني كان سلعة ليك رضو ماقيش حلال حرام مجرد قاعدة الفيفا بس مهتم اعرف رائي إنسان عشان زهقان,joy,482
283,حب نبي صلى الله على آله وسلم,neutral,28
284,شاب سعودي بعد قبل ١٠ رجل شوم هو لبس فسة يومي كتب قصيدة حب صديق حقد نساء عدين جيك هبد دور رجل مرجل نصيحة احد جاب لي طاري المرجلة جا تكلم رجل ليش الشي صلح رجل لاق إلا امرأة جلس اخترع فرع فلسفة ذكر لا بس فسة قال هالكلام تموت ضحك غضب خفى سبحان التنين فعل أكبر دليل ضعف حجة دور جنسية أي جدال ميل أو تعبير نفس مجتمع المتحجرة موضوع زي هو تشوف رجل صيني شرق رفع صوة مجتمع مبني كذا راح قال مو رجل حقيقي بعدين رجع بيت تذكر كلمت امرأة ٣٠ سنة مافي أي دليل رجل قوي أحب نساء راعي بيت نجب عيال أو شنب قهوة صراخ خرا جهك غير أمكن قذف بنات مر تطلع تلحس قدم أي رجل مكانة اعلى بدوامك,anger,562
285,حد هنا اتجوز اللي أحب خصوص حب طفولة انا معجب بي هو أول ابتدائي تقريب دلوقتي احنا رابع انا بشر سن مكلمتهاش عشان حرام وكنت لازل عاوز تقدم رسمي بية هو بس بزن اهلى عشان أخطب هو زمان اوي حاول افتح مشروع قبل هو خسر فلوس اشتغل كذا مجال آخر سنة منفعش حالي شوف مجال جديد هل حد نجح تجوز الذي أحب هو انا هدل نفسي فاضي لأن إلياس بدا تسلل بعد فشل كتير واحد عب صراحة بس ربنا وفقن الذي شغال نجح اتقد هو أن شاءل,neutral,395
286,هل في حاجة اسم هو حب علشان قد شغف فشخ في موضوع دا,neutral,49
287,ابغى اتزو حب فكرة هو زاج تقليدي رغم أفضل حب ميز حب زاج واحد أعرف تقليدي سمع وكيف كويس أو مارح أعرف صح إلا بعد هو,neutral,112
288,أنا ولي حب أول قعد ولي تيجي قعد معنى دايما أول راح قهه لو مش جايب أكل أصيل رضى بس بحس هو قطه بيت هرب أو صحاب هو رح هو عموم حبيت انشر قصة حبنا,neutral,141
289,خضوع حب في وراى شي تاني كان كلم وحدة فترة وكانت أحكأ مشكلة هو تاع وانت سمع هو صنعة طافة كان ريح هو كلام عنى أسمع هو كدا مهم كون مشغول أو وياى حاجة مش عمل كدا قال هو أكره لي قال انا هعمل هو عايز بس تبعدد عنى هو مبطونش عيد هو هو مشغول شوية أقصد هو إنسانة طبيعي ككن كرر كلمة شوية هو هو عايزة هو قول وانا هنفذ حاسس نبرة خنع هو مجاش ألى أعمل معي هو حاجة غلط عنى بس خايف كان عمل كدا حد قبلى قبل كدا,neutral,392
290,إعادة حي حب مرهقة انا ريال ناوي اعرس وكنت اعرف وحد زمان تركنا بعض سبب شخصية ديني تبنا توبه أن شاء اللٰه هو نصوح اعرف إخطاء هو عرف اخطائي عرف طبيعة أعرف طبيعة هو اعرف بيئة هو بية هو عرف بيت هو بيئة هو بنت عرب قبايل وجد تفاهم مودة ككن نحتاج تحسين بعض جانب هل براي هو توكل اللٰه شو اعتبار الي لازم أخذب هو,neutral,302
291,حب بنت شب أكبر سبب الذي أخلى بنت دايما ميحبوش غير أكبر هو مش قصدي يتش البنت مبترضاش حد أصغر هو لو شهر ممكن أرضى بحد اكبر لو شهر برد فكرة قا أصل لو نقطة شخص ناضج اعتمد على ممكن كان أصغر انضج انجح اعتمد على اكتر,neutral,209
292,رسل إنسان الي مش عارف تعرف على بنت أو شايفين أن صالونة وحش مفهوش حب جاي اوضحل يا غالي معني حقيقي دا دلوقتي هو ازاي عايز تعرف على بنت هو مش بذل مجهود نوع بذل المجهود اهتم شكلك اهتم مهارة اجتماعي علاقة اجتماعي حياة مبدئي عشان تعرف على بنت إطار حلال راح خطب بنت عجباك مع هو تشوف دايرة سواء شغل أو أو شاف شكل بنت تاني حاجه شاف سمع بنت إخلاق هو تربى هو وقت هو راح خطب بنت قعد سن اتنين تلات تعرف على هو زي هو عايز بنت عجبة تجوز هو معجبتكش متتجوزهاش شوف واحد غير هو موضوع سيط موضوع قسم نصيب مش محتاج خرج بنت ورا أهل هو أي حد قال جواز صالونة وحش دا راجل اهبل مجربش معني حب حقيقي إطار إسلامي نسبة قايم رعب هو زوجة خانك شغل دا هو أجاب حاجة نفس هو بنت لي هو عندك مهر هو وبس موضوع مش صعب لو أهل رفض هو زم مضى قايم عشان ضمن حق بنت قول هو مش هاتمضي دا الي هو حابب بس أفكر يا عزاز قارئ أن بنت كتير اوي اوي مصر الحياه مش هاتق على واحد هو مش هاتم لو متجوز اهتم نفس هو قبل اهتم إشخاص آخر خليك على ضعك افتكر أن العبد الي طلب عفه ربنا وفق دايما,anxiety,924
293,كفاية حب علاقة فاشل النت يخواتي,neutral,31
294,معرفش لي بس رسم دي هو حب وصف قية هو على إلفيس مش لاقي راسم أصلي,neutral,63
295,حب تخصص الذي دخل تخصص الذي حب كيف مشور هو هل هو ملى آخر غيرة هل علاقة توكسيك,neutral,76
296,حب طر فواحد انا معجب واحد في درس عربي قالى فتر هو معي في درس قال هو سنة معرفش لي انا بصل هو وي بطول نظر وي هو في دمغ هو أي حاجه عمل هو هنا سعة طيل نظر أول أبصل بصه واحد راح مر واحد كارف هو لي تجاهل انا حاول بس مش عارف هو متجاهل تمام هو شكل هو عرف بس هو هنا عنى مر في امتحان وي عيال كان سلم ورق قية هو عنى هو جت في عينى قعد حوالى ثاني أمل فغي هو وي هو قطع نظر انا مكسوف مش عراف اعمل أي في واحد صاحبي أخد أل وي عامل قال لي اعترف هو وي انا قول هو عبيط مش عارف انا بحس هو بصل هو شعر سعاد انا بقي حاول أقرب هو وي قعد في أقرب بنش لي هو أصل مجموع صغير حوالى واحد فا مسافه بنية وي هو هو حوالى متر نص متر يا جماع قال ليا عمل آي,neutral,618
297,أقع حب ألبوم ده,neutral,15
298,هل زواج حب كذب بدى أصدق كلام امي حب بعد زواج اللٰه مستعان,neutral,57
299,وش سر حب كبير سن فول التميس حس شي الذي حفز هو حياة حصل رجل ستي هو متقاعد مكتئب على دين مجرد مايجي طاري فول التميس تغير نفسي,neutral,123
300,أول بوست ليا حب شاي,neutral,19
301,أي سبب حب بعض شخص المطلقات كبير سن,neutral,34
302,حب صب شات جبت صاحب فكرة فرع,neutral,27
303,وجد صداقة أو زمالة رجل نساء إلا وجب أن وجد حب,neutral,45
304,بوست حب فنانة سيرين اكتر إنسان الكرييتف دم هو خفيف تديني طاقة إيجابي وستات نشرة خبر محاكمة الكولونيل حاجة التانية عشوائي طريقة رواية لغة عربي اسطورية اللٰه كيب جوينج,neutral,165
305,بوست حب الي أحب أكتبول هو اشي أنتى ممتنين وجود حية هو انا نفسي ممتن وجود أهلي صحابي بحب شخصية هو استثنائي ناحية إدراك دني ناحية تعامل ممتن كثير شيء ثاني بس هو كون أول شي خطر عبالي اعطونا جرعة تفائل بداية أسبوع حل,neutral,212
306,هل هو حب غير مبرر مدينة معين أحب شرقي درجة نفسي إذا ارتبط استقر هو باق حية اعرف ليش بس أحس هو منطقة هادي أهل هو هادي,neutral,116
